SCENARIO,CATEGORY,PRODUCT,FLOW,UNIT,REGION,YEAR,VALUE
Stated Policies Scenario,Energy,Electricity,Final demand,TWh,United States,2022,4117.3
Stated Policies Scenario,Energy,Electricity,Final demand,TWh,United States,2023,4043.72
Stated Policies Scenario,Energy,Electricity,Final demand,TWh,United States,2030,4485.19
Stated Policies Scenario,Energy,Electricity,Final demand,TWh,United States,2035,5037.15
Stated Policies Scenario,Energy,Electricity,Final demand,TWh,United States,2050,6447.81
Announced Pledges Scenario,Energy,Electricity,Final demand,TWh,United States,2030,4610.05
Announced Pledges Scenario,Energy,Electricity,Final demand,TWh,United States,2035,5488.79
Announced Pledges Scenario,Energy,Electricity,Final demand,TWh,United States,2050,8076.86
Stated Policies Scenario,Energy,Electricity,Final demand,TWh,Central and South America,2010,931.75
Stated Policies Scenario,Energy,Electricity,Final demand,TWh,Central and South America,2022,1138.03
Stated Policies Scenario,Energy,Electricity,Final demand,TWh,Central and South America,2023,1182.07
Stated Policies Scenario,Energy,Electricity,Final demand,TWh,Central and South America,2030,1418.11
Stated Policies Scenario,Energy,Electricity,Final demand,TWh,Central and South America,2035,1650.37
Stated Policies Scenario,Energy,Electricity,Final demand,TWh,Central and South America,2050,2495.11
Announced Pledges Scenario,Energy,Electricity,Final demand,TWh,Central and South America,2030,1533.79
Announced Pledges Scenario,Energy,Electricity,Final demand,TWh,Central and South America,2035,1907.73
Announced Pledges Scenario,Energy,Electricity,Final demand,TWh,Central and South America,2050,3468.27
Stated Policies Scenario,Energy,Electricity,Final demand,TWh,Brazil,2010,451.01
Stated Policies Scenario,Energy,Electricity,Final demand,TWh,Brazil,2022,574.33
Stated Policies Scenario,Energy,Electricity,Final demand,TWh,Brazil,2023,601.73
Stated Policies Scenario,Energy,Electricity,Final demand,TWh,Brazil,2030,693.06
Stated Policies Scenario,Energy,Electricity,Final demand,TWh,Brazil,2035,771.17
Stated Policies Scenario,Energy,Electricity,Final demand,TWh,Brazil,2050,1079.91
Announced Pledges Scenario,Energy,Electricity,Final demand,TWh,Brazil,2030,720.33
Announced Pledges Scenario,Energy,Electricity,Final demand,TWh,Brazil,2035,852.16
Announced Pledges Scenario,Energy,Electricity,Final demand,TWh,Brazil,2050,1364.36
Stated Policies Scenario,Energy,Electricity,Final demand,TWh,Europe,2010,3562.67
Stated Policies Scenario,Energy,Electricity,Final demand,TWh,Europe,2022,3497.65
Stated Policies Scenario,Energy,Electricity,Final demand,TWh,Europe,2023,3394.18
Stated Policies Scenario,Energy,Electricity,Final demand,TWh,Europe,2030,4111.67
Stated Policies Scenario,Energy,Electricity,Final demand,TWh,Europe,2035,4691.04
Stated Policies Scenario,Energy,Electricity,Final demand,TWh,Europe,2050,5979.43
Announced Pledges Scenario,Energy,Electricity,Final demand,TWh,Europe,2030,4363.3
Announced Pledges Scenario,Energy,Electricity,Final demand,TWh,Europe,2035,5216.97
Announced Pledges Scenario,Energy,Electricity,Final demand,TWh,Europe,2050,6876.14
Stated Policies Scenario,Energy,Electricity,Final demand,TWh,European Union,2010,2571.43
Stated Policies Scenario,Energy,Electricity,Final demand,TWh,European Union,2022,2474.01
Stated Policies Scenario,Energy,Electricity,Final demand,TWh,European Union,2023,2380.64
Stated Policies Scenario,Energy,Electricity,Final demand,TWh,European Union,2030,2874.5
Stated Policies Scenario,Energy,Electricity,Final demand,TWh,European Union,2035,3289.08
Stated Policies Scenario,Energy,Electricity,Final demand,TWh,European Union,2050,4195.15
Announced Pledges Scenario,Energy,Electricity,Final demand,TWh,European Union,2030,3077.36
Announced Pledges Scenario,Energy,Electricity,Final demand,TWh,European Union,2035,3681.74
Announced Pledges Scenario,Energy,Electricity,Final demand,TWh,European Union,2050,4715.73
Stated Policies Scenario,Energy,Electricity,Final demand,TWh,Africa,2010,569.58
Stated Policies Scenario,Energy,Electricity,Final demand,TWh,Africa,2022,720.66
Stated Policies Scenario,Energy,Electricity,Final demand,TWh,Africa,2023,729.07
Stated Policies Scenario,Energy,Electricity,Final demand,TWh,Africa,2030,979.1
Stated Policies Scenario,Energy,Electricity,Final demand,TWh,Africa,2035,1198.35
Stated Policies Scenario,Energy,Electricity,Final demand,TWh,Africa,2050,2087.71
Announced Pledges Scenario,Energy,Electricity,Final demand,TWh,Africa,2030,1145.77
Announced Pledges Scenario,Energy,Electricity,Final demand,TWh,Africa,2035,1550.38
Announced Pledges Scenario,Energy,Electricity,Final demand,TWh,Africa,2050,3371.82
Stated Policies Scenario,Energy,Electricity,Final demand,TWh,Middle East,2010,690.38
Stated Policies Scenario,Energy,Electricity,Final demand,TWh,Middle East,2022,1101.88
Stated Policies Scenario,Energy,Electricity,Final demand,TWh,Middle East,2023,1125.58
Stated Policies Scenario,Energy,Electricity,Final demand,TWh,Middle East,2030,1464.54
Stated Policies Scenario,Energy,Electricity,Final demand,TWh,Middle East,2035,1732.6
Stated Policies Scenario,Energy,Electricity,Final demand,TWh,Middle East,2050,2722.07
Announced Pledges Scenario,Energy,Electricity,Final demand,TWh,Middle East,2030,1525.37
Announced Pledges Scenario,Energy,Electricity,Final demand,TWh,Middle East,2035,2241.59
Announced Pledges Scenario,Energy,Electricity,Final demand,TWh,Middle East,2050,4079.66
Stated Policies Scenario,Energy,Electricity,Final demand,TWh,Eurasia,2010,984.87
Stated Policies Scenario,Energy,Electricity,Final demand,TWh,Eurasia,2022,1190.02
Stated Policies Scenario,Energy,Electricity,Final demand,TWh,Eurasia,2023,1206.5
Stated Policies Scenario,Energy,Electricity,Final demand,TWh,Eurasia,2030,1337.71
Stated Policies Scenario,Energy,Electricity,Final demand,TWh,Eurasia,2035,1428.57
Stated Policies Scenario,Energy,Electricity,Final demand,TWh,Eurasia,2050,1669.21
Announced Pledges Scenario,Energy,Electricity,Final demand,TWh,Eurasia,2030,1331.57
Announced Pledges Scenario,Energy,Electricity,Final demand,TWh,Eurasia,2035,1432.79
Announced Pledges Scenario,Energy,Electricity,Final demand,TWh,Eurasia,2050,1766.44
Stated Policies Scenario,Energy,Electricity,Final demand,TWh,Russia,2010,827.78
Stated Policies Scenario,Energy,Electricity,Final demand,TWh,Russia,2022,935.62
Stated Policies Scenario,Energy,Electricity,Final demand,TWh,Russia,2023,947.33
Stated Policies Scenario,Energy,Electricity,Final demand,TWh,Russia,2030,1028.81
Stated Policies Scenario,Energy,Electricity,Final demand,TWh,Russia,2035,1083.38
Stated Policies Scenario,Energy,Electricity,Final demand,TWh,Russia,2050,1196.78
Announced Pledges Scenario,Energy,Electricity,Final demand,TWh,Russia,2030,1011.59
Announced Pledges Scenario,Energy,Electricity,Final demand,TWh,Russia,2035,1060.14
Announced Pledges Scenario,Energy,Electricity,Final demand,TWh,Russia,2050,1206.96
Stated Policies Scenario,Energy,Electricity,Final demand,TWh,Asia Pacific,2010,7131.76
Stated Policies Scenario,Energy,Electricity,Final demand,TWh,Asia Pacific,2022,12896.59
Stated Policies Scenario,Energy,Electricity,Final demand,TWh,Asia Pacific,2023,13644.8
Stated Policies Scenario,Energy,Electricity,Final demand,TWh,Asia Pacific,2030,18171.13
Stated Policies Scenario,Energy,Electricity,Final demand,TWh,Asia Pacific,2035,20549.43
Stated Policies Scenario,Energy,Electricity,Final demand,TWh,Asia Pacific,2050,26882.51
Announced Pledges Scenario,Energy,Electricity,Final demand,TWh,Asia Pacific,2030,18268.32
Announced Pledges Scenario,Energy,Electricity,Final demand,TWh,Asia Pacific,2035,21414.95
Announced Pledges Scenario,Energy,Electricity,Final demand,TWh,Asia Pacific,2050,30830.49
Stated Policies Scenario,Energy,Electricity,Final demand,TWh,China,2010,3659.33
Stated Policies Scenario,Energy,Electricity,Final demand,TWh,China,2022,8009.85
Stated Policies Scenario,Energy,Electricity,Final demand,TWh,China,2023,8600.6
Stated Policies Scenario,Energy,Electricity,Final demand,TWh,China,2030,11625.6
Stated Policies Scenario,Energy,Electricity,Final demand,TWh,China,2035,12862.6
Stated Policies Scenario,Energy,Electricity,Final demand,TWh,China,2050,15626.5
Announced Pledges Scenario,Energy,Electricity,Final demand,TWh,China,2030,11652.3
Announced Pledges Scenario,Energy,Electricity,Final demand,TWh,China,2035,13260
Announced Pledges Scenario,Energy,Electricity,Final demand,TWh,China,2050,16477
Stated Policies Scenario,Energy,Electricity,Final demand,TWh,India,2010,714.52
Stated Policies Scenario,Energy,Electricity,Final demand,TWh,India,2022,1391.08
Stated Policies Scenario,Energy,Electricity,Final demand,TWh,India,2023,1509.78
Stated Policies Scenario,Energy,Electricity,Final demand,TWh,India,2030,2300.49
Stated Policies Scenario,Energy,Electricity,Final demand,TWh,India,2035,2832.95
Stated Policies Scenario,Energy,Electricity,Final demand,TWh,India,2050,4538.71
Announced Pledges Scenario,Energy,Electricity,Final demand,TWh,India,2030,2191.17
Announced Pledges Scenario,Energy,Electricity,Final demand,TWh,India,2035,2796.85
Announced Pledges Scenario,Energy,Electricity,Final demand,TWh,India,2050,5384.25
Stated Policies Scenario,Energy,Electricity,Final demand,TWh,Japan,2010,1071.27
Stated Policies Scenario,Energy,Electricity,Final demand,TWh,Japan,2022,922.08
Stated Policies Scenario,Energy,Electricity,Final demand,TWh,Japan,2023,933.97
Stated Policies Scenario,Energy,Electricity,Final demand,TWh,Japan,2030,951.17
Stated Policies Scenario,Energy,Electricity,Final demand,TWh,Japan,2035,971.24
Stated Policies Scenario,Energy,Electricity,Final demand,TWh,Japan,2050,1036.01
Announced Pledges Scenario,Energy,Electricity,Final demand,TWh,Japan,2030,971.57
Announced Pledges Scenario,Energy,Electricity,Final demand,TWh,Japan,2035,1042.49
Announced Pledges Scenario,Energy,Electricity,Final demand,TWh,Japan,2050,1226.43
Stated Policies Scenario,Energy,Electricity,Final demand,TWh,Southeast Asia,2010,606.74
Stated Policies Scenario,Energy,Electricity,Final demand,TWh,Southeast Asia,2022,1156.36
Stated Policies Scenario,Energy,Electricity,Final demand,TWh,Southeast Asia,2023,1204.23
Stated Policies Scenario,Energy,Electricity,Final demand,TWh,Southeast Asia,2030,1644.22
Stated Policies Scenario,Energy,Electricity,Final demand,TWh,Southeast Asia,2035,2011.49
Stated Policies Scenario,Energy,Electricity,Final demand,TWh,Southeast Asia,2050,3106.48
Announced Pledges Scenario,Energy,Electricity,Final demand,TWh,Southeast Asia,2030,1705.08
Announced Pledges Scenario,Energy,Electricity,Final demand,TWh,Southeast Asia,2035,2179.66
Announced Pledges Scenario,Energy,Electricity,Final demand,TWh,Southeast Asia,2050,4254.79
Stated Policies Scenario,Energy,Renewables,Electricity generation,TWh,World,2010,4209.03
Stated Policies Scenario,Energy,Renewables,Electricity generation,TWh,World,2022,8566.97
Stated Policies Scenario,Energy,Renewables,Electricity generation,TWh,World,2023,9028.65
Stated Policies Scenario,Energy,Renewables,Electricity generation,TWh,World,2030,17576.69
Stated Policies Scenario,Energy,Renewables,Electricity generation,TWh,World,2035,24930.12
Stated Policies Scenario,Energy,Renewables,Electricity generation,TWh,World,2050,42770.18
Announced Pledges Scenario,Energy,Renewables,Electricity generation,TWh,World,2030,19896.51
Announced Pledges Scenario,Energy,Renewables,Electricity generation,TWh,World,2035,30828.42
Announced Pledges Scenario,Energy,Renewables,Electricity generation,TWh,World,2050,58611.25
Stated Policies Scenario,Energy,Renewables,Electricity generation,TWh,North America,2010,856.06
Stated Policies Scenario,Energy,Renewables,Electricity generation,TWh,North America,2022,1492.61
Stated Policies Scenario,Energy,Renewables,Electricity generation,TWh,North America,2023,1450.28
Stated Policies Scenario,Energy,Renewables,Electricity generation,TWh,North America,2030,2694.64
Stated Policies Scenario,Energy,Renewables,Electricity generation,TWh,North America,2035,3897.84
Stated Policies Scenario,Energy,Renewables,Electricity generation,TWh,North America,2050,6931.26
Announced Pledges Scenario,Energy,Renewables,Electricity generation,TWh,North America,2030,3333.41
Announced Pledges Scenario,Energy,Renewables,Electricity generation,TWh,North America,2035,5345.14
Announced Pledges Scenario,Energy,Renewables,Electricity generation,TWh,North America,2050,9603.44
Stated Policies Scenario,Energy,Renewables,Electricity generation,TWh,United States,2010,440.89
Stated Policies Scenario,Energy,Renewables,Electricity generation,TWh,United States,2022,960.32
Stated Policies Scenario,Energy,Renewables,Electricity generation,TWh,United States,2023,958.24
Stated Policies Scenario,Energy,Renewables,Electricity generation,TWh,United States,2030,2037.26
Stated Policies Scenario,Energy,Renewables,Electricity generation,TWh,United States,2035,3137.08
Stated Policies Scenario,Energy,Renewables,Electricity generation,TWh,United States,2050,5882.33
Announced Pledges Scenario,Energy,Renewables,Electricity generation,TWh,United States,2030,2614.9
Announced Pledges Scenario,Energy,Renewables,Electricity generation,TWh,United States,2035,4418.47
Announced Pledges Scenario,Energy,Renewables,Electricity generation,TWh,United States,2050,7990.1
Stated Policies Scenario,Energy,Renewables,Electricity generation,TWh,Central and South America,2010,751.9
Stated Policies Scenario,Energy,Renewables,Electricity generation,TWh,Central and South America,2022,997.79
Stated Policies Scenario,Energy,Renewables,Electricity generation,TWh,Central and South America,2023,1051.55
Stated Policies Scenario,Energy,Renewables,Electricity generation,TWh,Central and South America,2030,1327.32
Stated Policies Scenario,Energy,Renewables,Electricity generation,TWh,Central and South America,2035,1570.04
Stated Policies Scenario,Energy,Renewables,Electricity generation,TWh,Central and South America,2050,2595.79
Announced Pledges Scenario,Energy,Renewables,Electricity generation,TWh,Central and South America,2030,1497.91
Announced Pledges Scenario,Energy,Renewables,Electricity generation,TWh,Central and South America,2035,1927.85
Announced Pledges Scenario,Energy,Renewables,Electricity generation,TWh,Central and South America,2050,3845.36
Stated Policies Scenario,Energy,Renewables,Electricity generation,TWh,Brazil,2010,436.93
Stated Policies Scenario,Energy,Renewables,Electricity generation,TWh,Brazil,2022,594.07
Stated Policies Scenario,Energy,Renewables,Electricity generation,TWh,Brazil,2023,633.21
Stated Policies Scenario,Energy,Renewables,Electricity generation,TWh,Brazil,2030,724.51
Stated Policies Scenario,Energy,Renewables,Electricity generation,TWh,Brazil,2035,804.42
Stated Policies Scenario,Energy,Renewables,Electricity generation,TWh,Brazil,2050,1162.91
Announced Pledges Scenario,Energy,Renewables,Electricity generation,TWh,Brazil,2030,789.42
Announced Pledges Scenario,Energy,Renewables,Electricity generation,TWh,Brazil,2035,927.68
Announced Pledges Scenario,Energy,Renewables,Electricity generation,TWh,Brazil,2050,1521.91
Stated Policies Scenario,Energy,Renewables,Electricity generation,TWh,Europe,2010,954.13
Stated Policies Scenario,Energy,Renewables,Electricity generation,TWh,Europe,2022,1609.05
Stated Policies Scenario,Energy,Renewables,Electricity generation,TWh,Europe,2023,1756.6
Stated Policies Scenario,Energy,Renewables,Electricity generation,TWh,Europe,2030,3117.75
Stated Policies Scenario,Energy,Renewables,Electricity generation,TWh,Europe,2035,4177.62
Stated Policies Scenario,Energy,Renewables,Electricity generation,TWh,Europe,2050,5672.55
Announced Pledges Scenario,Energy,Renewables,Electricity generation,TWh,Europe,2030,3540.19
Announced Pledges Scenario,Energy,Renewables,Electricity generation,TWh,Europe,2035,4888.31
Announced Pledges Scenario,Energy,Renewables,Electricity generation,TWh,Europe,2050,6845.91
Stated Policies Scenario,Energy,Renewables,Electricity generation,TWh,European Union,2010,652.8
Stated Policies Scenario,Energy,Renewables,Electricity generation,TWh,European Union,2022,1085.46
Stated Policies Scenario,Energy,Renewables,Electricity generation,TWh,European Union,2023,1208.11
Stated Policies Scenario,Energy,Renewables,Electricity generation,TWh,European Union,2030,2227.09
Stated Policies Scenario,Energy,Renewables,Electricity generation,TWh,European Union,2035,3038.54
Stated Policies Scenario,Energy,Renewables,Electricity generation,TWh,European Union,2050,4115.91
Announced Pledges Scenario,Energy,Renewables,Electricity generation,TWh,European Union,2030,2522.4
Announced Pledges Scenario,Energy,Renewables,Electricity generation,TWh,European Union,2035,3503.2
Announced Pledges Scenario,Energy,Renewables,Electricity generation,TWh,European Union,2050,4793.8
Stated Policies Scenario,Energy,Renewables,Electricity generation,TWh,Africa,2010,115.87
Stated Policies Scenario,Energy,Renewables,Electricity generation,TWh,Africa,2022,211.28
Stated Policies Scenario,Energy,Renewables,Electricity generation,TWh,Africa,2023,222.9
Stated Policies Scenario,Energy,Renewables,Electricity generation,TWh,Africa,2030,472.46
Stated Policies Scenario,Energy,Renewables,Electricity generation,TWh,Africa,2035,724.98
Stated Policies Scenario,Energy,Renewables,Electricity generation,TWh,Africa,2050,1615.98
Announced Pledges Scenario,Energy,Renewables,Electricity generation,TWh,Africa,2030,730.16
Announced Pledges Scenario,Energy,Renewables,Electricity generation,TWh,Africa,2035,1295.88
Announced Pledges Scenario,Energy,Renewables,Electricity generation,TWh,Africa,2050,3459.41
Stated Policies Scenario,Energy,Renewables,Electricity generation,TWh,Middle East,2010,18
Stated Policies Scenario,Energy,Renewables,Electricity generation,TWh,Middle East,2022,37.58
Stated Policies Scenario,Energy,Renewables,Electricity generation,TWh,Middle East,2023,47.61
Stated Policies Scenario,Energy,Renewables,Electricity generation,TWh,Middle East,2030,269.82
Stated Policies Scenario,Energy,Renewables,Electricity generation,TWh,Middle East,2035,481.06
Stated Policies Scenario,Energy,Renewables,Electricity generation,TWh,Middle East,2050,1326.26
Announced Pledges Scenario,Energy,Renewables,Electricity generation,TWh,Middle East,2030,335.82
Announced Pledges Scenario,Energy,Renewables,Electricity generation,TWh,Middle East,2035,1013.19
Announced Pledges Scenario,Energy,Renewables,Electricity generation,TWh,Middle East,2050,3168.01
Stated Policies Scenario,Energy,Renewables,Electricity generation,TWh,Eurasia,2010,226.13
Stated Policies Scenario,Energy,Renewables,Electricity generation,TWh,Eurasia,2022,273.16
Stated Policies Scenario,Energy,Renewables,Electricity generation,TWh,Eurasia,2023,276.65
Stated Policies Scenario,Energy,Renewables,Electricity generation,TWh,Eurasia,2030,329.95
Stated Policies Scenario,Energy,Renewables,Electricity generation,TWh,Eurasia,2035,371.19
Stated Policies Scenario,Energy,Renewables,Electricity generation,TWh,Eurasia,2050,482.18
Announced Pledges Scenario,Energy,Renewables,Electricity generation,TWh,Eurasia,2030,360.14
Announced Pledges Scenario,Energy,Renewables,Electricity generation,TWh,Eurasia,2035,465.03
Announced Pledges Scenario,Energy,Renewables,Electricity generation,TWh,Eurasia,2050,760.41
Stated Policies Scenario,Energy,Renewables,Electricity generation,TWh,Russia,2010,167.03
Stated Policies Scenario,Energy,Renewables,Electricity generation,TWh,Russia,2022,205.78
Stated Policies Scenario,Energy,Renewables,Electricity generation,TWh,Russia,2023,207
Stated Policies Scenario,Energy,Renewables,Electricity generation,TWh,Russia,2030,233.51
Stated Policies Scenario,Energy,Renewables,Electricity generation,TWh,Russia,2035,254.69
Stated Policies Scenario,Energy,Renewables,Electricity generation,TWh,Russia,2050,312.4
Announced Pledges Scenario,Energy,Renewables,Electricity generation,TWh,Russia,2030,242.24
Announced Pledges Scenario,Energy,Renewables,Electricity generation,TWh,Russia,2035,279.64
Announced Pledges Scenario,Energy,Renewables,Electricity generation,TWh,Russia,2050,366.4
Stated Policies Scenario,Energy,Renewables,Electricity generation,TWh,Asia Pacific,2010,1286.95
Stated Policies Scenario,Energy,Renewables,Electricity generation,TWh,Asia Pacific,2022,3945.51
Stated Policies Scenario,Energy,Renewables,Electricity generation,TWh,Asia Pacific,2023,4223.06
Stated Policies Scenario,Energy,Renewables,Electricity generation,TWh,Asia Pacific,2030,9364.74
Stated Policies Scenario,Energy,Renewables,Electricity generation,TWh,Asia Pacific,2035,13707.4
Stated Policies Scenario,Energy,Renewables,Electricity generation,TWh,Asia Pacific,2050,24146.16
Announced Pledges Scenario,Energy,Renewables,Electricity generation,TWh,Asia Pacific,2030,10098.88
Announced Pledges Scenario,Energy,Renewables,Electricity generation,TWh,Asia Pacific,2035,15893.02
Announced Pledges Scenario,Energy,Renewables,Electricity generation,TWh,Asia Pacific,2050,30928.7
Stated Policies Scenario,Energy,Renewables,Electricity generation,TWh,China,2010,781.68
Stated Policies Scenario,Energy,Renewables,Electricity generation,TWh,China,2022,2686.95
Stated Policies Scenario,Energy,Renewables,Electricity generation,TWh,China,2023,2922.64
Stated Policies Scenario,Energy,Renewables,Electricity generation,TWh,China,2030,6737.45
Stated Policies Scenario,Energy,Renewables,Electricity generation,TWh,China,2035,9650.28
Stated Policies Scenario,Energy,Renewables,Electricity generation,TWh,China,2050,15511.3
Announced Pledges Scenario,Energy,Renewables,Electricity generation,TWh,China,2030,7046.96
Announced Pledges Scenario,Energy,Renewables,Electricity generation,TWh,China,2035,10418.2
Announced Pledges Scenario,Energy,Renewables,Electricity generation,TWh,China,2050,16951.2
Stated Policies Scenario,Energy,Renewables,Electricity generation,TWh,India,2010,161.42
Stated Policies Scenario,Energy,Renewables,Electricity generation,TWh,India,2022,399.93
Stated Policies Scenario,Energy,Renewables,Electricity generation,TWh,India,2023,405.21
Stated Policies Scenario,Energy,Renewables,Electricity generation,TWh,India,2030,1021.93
Stated Policies Scenario,Energy,Renewables,Electricity generation,TWh,India,2035,1740.78
Stated Policies Scenario,Energy,Renewables,Electricity generation,TWh,India,2050,4185.39
Announced Pledges Scenario,Energy,Renewables,Electricity generation,TWh,India,2030,1054.79
Announced Pledges Scenario,Energy,Renewables,Electricity generation,TWh,India,2035,2083.17
Announced Pledges Scenario,Energy,Renewables,Electricity generation,TWh,India,2050,5780.03
Stated Policies Scenario,Energy,Renewables,Electricity generation,TWh,Japan,2010,106.44
Stated Policies Scenario,Energy,Renewables,Electricity generation,TWh,Japan,2022,218.84
Stated Policies Scenario,Energy,Renewables,Electricity generation,TWh,Japan,2023,237.58
Stated Policies Scenario,Energy,Renewables,Electricity generation,TWh,Japan,2030,383.78
Stated Policies Scenario,Energy,Renewables,Electricity generation,TWh,Japan,2035,490.91
Stated Policies Scenario,Energy,Renewables,Electricity generation,TWh,Japan,2050,678.59
Announced Pledges Scenario,Energy,Renewables,Electricity generation,TWh,Japan,2030,398.16
Announced Pledges Scenario,Energy,Renewables,Electricity generation,TWh,Japan,2035,540.97
Announced Pledges Scenario,Energy,Renewables,Electricity generation,TWh,Japan,2050,802.69
Stated Policies Scenario,Energy,Renewables,Electricity generation,TWh,Southeast Asia,2010,104.12
Stated Policies Scenario,Energy,Renewables,Electricity generation,TWh,Southeast Asia,2022,354.62
Stated Policies Scenario,Energy,Renewables,Electricity generation,TWh,Southeast Asia,2023,350.99
Stated Policies Scenario,Energy,Renewables,Electricity generation,TWh,Southeast Asia,2030,524.92
Stated Policies Scenario,Energy,Renewables,Electricity generation,TWh,Southeast Asia,2035,818.55
Stated Policies Scenario,Energy,Renewables,Electricity generation,TWh,Southeast Asia,2050,1882.47
Announced Pledges Scenario,Energy,Renewables,Electricity generation,TWh,Southeast Asia,2030,726.17
Announced Pledges Scenario,Energy,Renewables,Electricity generation,TWh,Southeast Asia,2035,1431.57
Announced Pledges Scenario,Energy,Renewables,Electricity generation,TWh,Southeast Asia,2050,4179.56
Stated Policies Scenario,Energy,Solar PV,Electricity generation,TWh,World,2010,32.04
Stated Policies Scenario,Energy,Solar PV,Electricity generation,TWh,World,2022,1294.39
Stated Policies Scenario,Energy,Solar PV,Electricity generation,TWh,World,2023,1612.43
Stated Policies Scenario,Energy,Solar PV,Electricity generation,TWh,World,2030,6451.82
Stated Policies Scenario,Energy,Solar PV,Electricity generation,TWh,World,2035,10688.78
Stated Policies Scenario,Energy,Solar PV,Electricity generation,TWh,World,2050,21557.27
Announced Pledges Scenario,Energy,Solar PV,Electricity generation,TWh,World,2030,7511.94
Announced Pledges Scenario,Energy,Solar PV,Electricity generation,TWh,World,2035,13672.56
Announced Pledges Scenario,Energy,Solar PV,Electricity generation,TWh,World,2050,28996.45
Stated Policies Scenario,Energy,Solar PV,Electricity generation,TWh,North America,2010,3.34
Stated Policies Scenario,Energy,Solar PV,Electricity generation,TWh,North America,2022,210.09
Stated Policies Scenario,Energy,Solar PV,Electricity generation,TWh,North America,2023,246.64
Stated Policies Scenario,Energy,Solar PV,Electricity generation,TWh,North America,2030,903.98
Stated Policies Scenario,Energy,Solar PV,Electricity generation,TWh,North America,2035,1548.65
Stated Policies Scenario,Energy,Solar PV,Electricity generation,TWh,North America,2050,3632.97
Announced Pledges Scenario,Energy,Solar PV,Electricity generation,TWh,North America,2030,1156.67
Announced Pledges Scenario,Energy,Solar PV,Electricity generation,TWh,North America,2035,2117.05
Announced Pledges Scenario,Energy,Solar PV,Electricity generation,TWh,North America,2050,4281.58
Stated Policies Scenario,Energy,Solar PV,Electricity generation,TWh,United States,2010,3.06
Stated Policies Scenario,Energy,Solar PV,Electricity generation,TWh,United States,2022,183.81
Stated Policies Scenario,Energy,Solar PV,Electricity generation,TWh,United States,2023,211.75
Stated Policies Scenario,Energy,Solar PV,Electricity generation,TWh,United States,2030,832.8
Stated Policies Scenario,Energy,Solar PV,Electricity generation,TWh,United States,2035,1446.96
Stated Policies Scenario,Energy,Solar PV,Electricity generation,TWh,United States,2050,3434.31
Announced Pledges Scenario,Energy,Solar PV,Electricity generation,TWh,United States,2030,1074.94
Announced Pledges Scenario,Energy,Solar PV,Electricity generation,TWh,United States,2035,1939.31
Announced Pledges Scenario,Energy,Solar PV,Electricity generation,TWh,United States,2050,3696.62
Stated Policies Scenario,Energy,Solar PV,Electricity generation,TWh,Central and South America,2010,0.06
Stated Policies Scenario,Energy,Solar PV,Electricity generation,TWh,Central and South America,2022,55.09
Stated Policies Scenario,Energy,Solar PV,Electricity generation,TWh,Central and South America,2023,78.05
Stated Policies Scenario,Energy,Solar PV,Electricity generation,TWh,Central and South America,2030,216.32
Stated Policies Scenario,Energy,Solar PV,Electricity generation,TWh,Central and South America,2035,274.15
Stated Policies Scenario,Energy,Solar PV,Electricity generation,TWh,Central and South America,2050,587.87
Announced Pledges Scenario,Energy,Solar PV,Electricity generation,TWh,Central and South America,2030,358.38
Announced Pledges Scenario,Energy,Solar PV,Electricity generation,TWh,Central and South America,2035,561.76
Announced Pledges Scenario,Energy,Solar PV,Electricity generation,TWh,Central and South America,2050,1327.14
Stated Policies Scenario,Energy,Solar PV,Electricity generation,TWh,Brazil,2010,0
Stated Policies Scenario,Energy,Solar PV,Electricity generation,TWh,Brazil,2022,30.13
Stated Policies Scenario,Energy,Solar PV,Electricity generation,TWh,Brazil,2023,49.15
Stated Policies Scenario,Energy,Solar PV,Electricity generation,TWh,Brazil,2030,128.7
Stated Policies Scenario,Energy,Solar PV,Electricity generation,TWh,Brazil,2035,154.57
Stated Policies Scenario,Energy,Solar PV,Electricity generation,TWh,Brazil,2050,253.19
Announced Pledges Scenario,Energy,Solar PV,Electricity generation,TWh,Brazil,2030,196.89
Announced Pledges Scenario,Energy,Solar PV,Electricity generation,TWh,Brazil,2035,276.93
Announced Pledges Scenario,Energy,Solar PV,Electricity generation,TWh,Brazil,2050,439.99
Stated Policies Scenario,Energy,Solar PV,Electricity generation,TWh,Europe,2010,22.67
Stated Policies Scenario,Energy,Solar PV,Electricity generation,TWh,Europe,2022,250.09
Stated Policies Scenario,Energy,Solar PV,Electricity generation,TWh,Europe,2023,293.1
Stated Policies Scenario,Energy,Solar PV,Electricity generation,TWh,Europe,2030,870.6
Stated Policies Scenario,Energy,Solar PV,Electricity generation,TWh,Europe,2035,1225.75
Stated Policies Scenario,Energy,Solar PV,Electricity generation,TWh,Europe,2050,1637.64
Announced Pledges Scenario,Energy,Solar PV,Electricity generation,TWh,Europe,2030,1021.13
Announced Pledges Scenario,Energy,Solar PV,Electricity generation,TWh,Europe,2035,1437.93
Announced Pledges Scenario,Energy,Solar PV,Electricity generation,TWh,Europe,2050,1863.01
Stated Policies Scenario,Energy,Solar PV,Electricity generation,TWh,European Union,2010,22.46
Stated Policies Scenario,Energy,Solar PV,Electricity generation,TWh,European Union,2022,205.71
Stated Policies Scenario,Energy,Solar PV,Electricity generation,TWh,European Union,2023,239.86
